ID,artist,song,genre,section,key,mode,tempo,bar
212,,,Rnb,Prechorus,A,Minor,101,8
213,,,Metal,Prechorus,A,Minor,106,8
214,,,Electro,Chorus,C,Major,128,8
215,,,Indie,Verse,C,Major,142,8
216,,,Electro,Chorus,A,Minor,128,8
217,,,Electro,Chorus,A,Minor,124,8
218,,,Indie,Bridge,C,Major,111,8
219,,,Electro,Prechorus,A,Minor,64,8
220,,,Classical,Chorus,A,Minor,153,8
221,,,Country,Chorus,C,Major,129,8
222,,,Electro,Intro,A,Minor,116,8
223,,,Pop,Prechorus,C,Major,74,8
224,,,Rock,Chorus,A,Minor,121,8
225,,,Electro,Verse,A,Minor,90,8
226,,,Pop,Chorus,C,Major,137,8
227,,,Pop,Intro,A,Minor,119,8
228,,,Pop,Verse,C,Major,92,8
229,,,Alternative,Verse,A,Minor,85,8
230,,,House,Prechorus,C,Major,128,8
231,,,Electro,Verse,A,Minor,132,8
232,,,Pop,Verse,C,Major,138,8
233,,,Electro,Chorus,C,Major,116,8
234,,,Electro,Verse,A,Minor,133,8
235,,,Soundtrack,Solo,A,Minor,153,8
236,,,Country,Chorus,C,Major,100,8
237,,,Soundtrack,Instrumental,C,Major,177,8
238,,,Dance,Verse,A,Minor,128,8
239,,,Classical,Chorus,A,Minor,153,8
240,,,Electro,Chorus,A,Minor,132,8
241,,,Rock,Chorus,C,Major,114,8
242,,,Pop,Verse,A,Minor,128,8
243,,,Rnb,Verse,C,Major,93,8
244,,,Electro,Choruse,A,Minor,133,8
245,,,Rock,Verse,A,Minor,75,8
246,,,Alternative,Prechorus,A,Minor,85,8
247,,,Metal,Prechorus,A,Minor,118,8
248,,,Indie,Chorus,C,Major,110,8
249,,,Jpop,Chorus,C,Major,180,8
250,,,Pop,Chorus,C,Major,105,8
251,,,Pop,Verse,A,Minor,100,8
252,,,Jazz,Verse,C,Major,140,8
253,,,Pop,Outro,C,Major,106,8
254,,,Dance,Intro,A,Minor,128,8
255,,,Electro,Verse,A,Minor,128,8
256,,,Electro,Prechorus,C,Major,178,8
257,,,Pop,Verse,A,Minor,108,8
258,,,Country,Outro,C,Major,128,8
259,,,Pop,Verse,A,Minor,100,8
260,,,Jazz,Chorus,C,Major,140,8
261,,,Metal,Chorus,A,Minor,106,8
262,,,Classical,Intro,C,Major,120,8
263,,,Pop,Chorus,C,Major,124,8
264,,,,Verse,A,Minor,158,8
265,,,Pop,Chorus,C,Major,95,8
266,,,Alternative,Chorus,C,Major,93,8
267,,,Electro,Chorus,A,Minor,127,8
268,,,Pop,Chorus,C,Major,105,8
269,,,Pop,Verse,A,Minor,111,8
270,,,Jpop,Verse,C,Major,128,8
271,,,Soundtrack,Intro,A,Minor,120,8
272,,,,Verse,A,Minor,128,8
273,,,Electro,Verse,A,Minor,132,8
274,,,Electro,Verse,A,Minor,126,8
275,,,Alternative,Verse,A,Minor,73,8
276,,,Jazz,Intro,C,Major,140,8
277,,,Metal,Verse,A,Minor,106,8
278,,,Hiphop,Chorus,C,Major,88,8
279,,,Jpop,Chorus,C,Major,173,8
280,,,House,Verse,A,Minor,120,8
281,,,Pop,Chorus,C,Major,104,8
282,,,Country,Verse,C,Major,132,8
283,,,,Chorus,C,Major,99,8
284,,,Electro,Intro,A,Minor,128,8
285,,,Electro,Chorus,C,Major,136,8
286,,,Electro,Chorus,C,Major,140,8
287,,,Pop,Prechorus,C,Major,99,8
288,,,Soundtrack,Intro,C,Major,102,8
289,,,Pop,Verse,A,Minor,119,8
290,,,Pop,Verse,C,Major,128,8
291,,,Country,Verse,C,Major,128,8
292,,,Dance,Verse,A,Minor,128,8
293,,,Pop,Intro,A,Minor,120,8
294,,,Pop,Prechorus,C,Major,157,8
295,,,Jpop,Chorus,C,Major,172,8
296,,,Rnb,Intro,A,Minor,72,8
297,,,House,Verse,C,Major,124,8
298,,,Electro,Verse,C,Major,64,8
299,,,Electro,Verse,A,Minor,123,8
300,,,Jpop,Chorus,C,Major,173,8
301,,,Soul,Chorus,C,Major,109,8
302,,,Jazz,Chorus,C,Major,126,8
303,,,,Chorus,A,Minor,125,8
304,,,Pop,Verse,A,Minor,103,8
305,,,Pop,Chorus,C,Major,68,8
306,,,Pop,Verse,C,Major,58,8
307,,,Folk,Chorus,C,Major,72,8
308,,,Jpop,Verse,A,Minor,138,8
309,,,Electro,Intro,A,Minor,126,8
310,,,Electro,Intro,A,Minor,128,8
311,,,Pop,Chorus,C,Major,125,8
312,,,,Chorus,A,Minor,126,8
313,,,,Verse,A,Minor,128,8
314,,,Pop,Chorus,C,Major,94,8
315,,,Rnb,Chorus,A,Minor,101,8
316,,,Pop,Chorus,C,Major,128,8
317,,,Country,Verse,A,Minor,126,8
318,,,Classical,Chorus,C,Major,50,8
319,,,Pop,Verse,C,Major,99,8
320,,,Rock,Chorus,C,Major,100,8
321,,,Pop,Verse,C,Major,122,8
322,,,Electro,Verse,A,Minor,128,8
323,,,Pop,Chorus,A,Minor,120,8
324,,,Rock,Chorus,A,Minor,112,8
325,,,Country,Prechorus,A,Minor,128,8
326,,,House,Prechorus,C,Major,128,8
327,,,Pop,Chorus,C,Major,123,8
328,,,,Verse,A,Minor,124,8
329,,,Indie,Chorus,C,Major,142,8
330,,,Electro,Chorus,A,Minor,128,8
331,,,Hiphop,Chorus,A,Minor,128,8
332,,,Electro,Chorus,A,Minor,130,8
333,,,Pop,Intro,C,Major,168,8
334,,,Electro,Verse,A,Minor,132,8
335,,,Electro,Prechorus,C,Major,128,8
336,,,,Verse,C,Major,72,8
337,,,Children,Verse,C,Major,187,8
338,,,Pop,Chorus,A,Minor,76,8
339,,,Pop,Chorus,C,Major,93,8
340,,,Pop,Chorus,C,Major,149,8
341,,,Electro,Chorus,C,Major,128,8
342,,,Electro,Prechorus,C,Major,128,8
343,,,Electro,Verse,C,Major,161,8
344,,,Soul,Intro,A,Minor,190,8
345,,,,Chorus,A,Minor,98,8
346,,,Rock,Chorus,C,Major,142,8
347,,,Electro,Chorus,A,Minor,128,8
348,,,Rock,Verse,C,Major,113,8
349,,,Pop,Chorus,A,Minor,79,8
350,,,Pop,Chorus,C,Major,128,8
351,,,Country,Outro,C,Major,128,8
352,,,,Verse,C,Major,101,8
353,,,,Verse,C,Major,128,8
354,,,Soundtrack,Instrumental,C,Major,177,8
355,,,Pop,Chorus,A,Minor,80,8
356,,,Electro,Chorus,A,Minor,128,8
357,,,Rock,Intro,A,Minor,124,8
358,,,Jpop,Verse,A,Minor,128,8
359,,,Jpop,Chorus,C,Major,179,8
360,,,Pop,Verse,A,Minor,131,8
361,,,Soundtrack,Chorus,A,Minor,140,8
362,,,Electro,Chorus,A,Minor,128,8
363,,,Electro,Chorus,C,Major,128,8
364,,,Rock,Chorus,A,Minor,112,8
365,,,Electro,Prechorus,A,Minor,126,8
366,,,,Chorus,A,Minor,163,8
367,,,,Intro,C,Major,112,8
368,,,Classical,Bridge,C,Major,120,8
369,,,Pop,Chorus,C,Major,149,8
370,,,Pop,Verse,C,Major,128,8
371,,,Rock,Verse,A,Minor,121,8
372,,,Electro,Prechorus,A,Minor,126,8
373,,,Electro,Verse,C,Major,128,8
374,,,Rock,Chorus,C,Major,108,8
375,,,Pop,Chorus,C,Major,168,8
376,,,Pop,Verse,C,Major,164,8
377,,,Soundtrack,Chorus,A,Minor,153,8
378,,,Soundtrack,Chorus,A,Minor,120,8
379,,,Electro,Solo,A,Minor,140,8
380,,,Electro,Verse,A,Minor,127,8
381,,,Soundtrack,Verse,A,Minor,120,8
382,,,,Chorus,A,Minor,128,8
383,,,Electro,Chorus,C,Major,150,8
384,,,Pop,Verse,C,Major,149,8
385,,,Folk,Verse,C,Major,74,8
386,,,Pop,Verse,C,Major,169,8
387,,,Indie,Bridge,C,Major,111,8
388,,,Electro,Verse,A,Minor,126,8
389,,,Rnb,Verse,A,Minor,101,8
390,,,,Verse,C,Major,128,8
391,,,Electro,Solo,A,Minor,132,8
392,,,Pop,Chorus,C,Major,74,8
393,,,Soundtrack,Solo,A,Minor,153,8
394,,,Rock,Chorus,C,Major,86,8
395,,,Electro,Chorus,A,Minor,128,8
396,,,Jpop,Chorus,A,Minor,138,8
397,,,Electro,Chorus,A,Minor,128,8
398,,,Electro,Intro,A,Minor,128,8
399,,,Soundtrack,Chorus,A,Minor,153,8
400,,,,Verse,A,Minor,100,8
401,,,Jpop,Prechorus,A,Minor,128,8
402,,,Pop,Verse,C,Major,128,8
403,,,Metal,Chorus,A,Minor,118,8
404,,,Jpop,Chorus,C,Major,180,8
405,,,Alternative,Intro,A,Minor,85,8
406,,,,Prechorus,A,Minor,100,8
407,,,,Verse,A,Minor,98,8
408,,,,Verse,A,Minor,72,8
409,,,,Verse,A,Minor,124,8
410,,,Children,Chorus,C,Major,185,8
411,,,Electro,Prechorus,A,Minor,128,8
412,,,Pop,Chorus,A,Minor,155,8
413,,,Rock,Chorus,A,Minor,101,8
414,,,,Intro,A,Minor,98,8
415,,,,Verse,C,Major,128,8
416,,,,Chorus,C,Major,128,8
417,,,Rock,Intro,C,Major,116,8
418,,,Soundtrack,Verse,C,Major,92,8
419,,,Country,Prechorus,A,Minor,126,8
420,,,Electro,Chorus,A,Minor,128,8
421,,,Pop,Prechorus,A,Minor,133,8
422,,,Children,Chorus,C,Major,121,8
423,,,,Chorus,A,Minor,158,8
424,,,Pop,Verse,A,Minor,112,8
425,,,Pop,Prechorus,A,Minor,128,8
426,,,Pop,Chorus,C,Major,128,8
427,,,Rnb,Intro,A,Minor,101,8
428,,,Pop,Chorus,C,Major,128,8
429,,,Pop,Verse,C,Major,100,8
430,,,Pop,Chorus,A,Minor,127,8
431,,,Pop,Chorus,C,Major,158,8
432,,,Jpop,Chorus,A,Minor,124,8
433,,,,Chorus,C,Major,128,8
434,,,Pop,Verse,A,Minor,100,8
435,,,Jazz,Verse,C,Major,140,8
436,,,Rock,Chorus,C,Major,128,8
437,,,Pop,Verse,A,Minor,100,8
438,,,Pop,Chorus,A,Minor,113,8
439,,,Electro,Chorus,A,Minor,128,8
440,,,Pop,Chorus,C,Major,128,8
441,,,Pop,Chorus,C,Major,128,8
442,,,Pop,Chorus,C,Major,92,8
443,,,,Chorus,A,Minor,163,8
444,,,House,Chorus,A,Minor,129,8
445,,,Jazz,Verse,C,Major,126,8
446,,,Electro,Chorus,A,Minor,170,8
447,,,Country,Chorus,C,Major,128,8
448,,,Hiphop,Chorus,A,Minor,128,8
449,,,,Chorus,A,Minor,136,8
450,,,Electro,Prechorus,A,Minor,128,8
451,,,Country,Verse,A,Minor,126,8
452,,,House,Verse,A,Minor,128,8
453,,,Pop,Verse,C,Major,149,8
454,,,Electro,Chorus,A,Minor,175,8
455,,,Game,Instrumental,C,Major,106,8
456,,,Rock,Verse,C,Major,108,8
457,,,Electro,Chorus,C,Major,178,8
458,,,Indie,Chorus,C,Major,96,8
459,,,Pop,Prechorus,A,Minor,103,8
460,,,Pop,Verse,C,Major,128,8
461,,,Electro,Chorus,C,Major,128,8
462,,,Electro,Prechorus,A,Minor,170,8
463,,,Pop,Verse,C,Major,98,8
464,,,Rock,Chorus,C,Major,128,8
465,,,Electro,Intro,A,Minor,128,8
466,,,Pop,Verse,A,Minor,60,8
467,,,,Solo,A,Minor,124,8
468,,,Electro,Chorus,C,Major,140,8
469,,,,Chorus,C,Major,122,8
470,,,Children,Verse,C,Major,120,8
471,,,Electro,Prechorus,A,Minor,116,8
472,,,Electro,Verse,A,Minor,116,8
473,,,,Chorus,A,Minor,158,8
474,,,Hiphop,Chorus,C,Major,94,8
