ID,artist,song,genre,section,key,mode,tempo,bar
59,We Were Evergreen,Baby Blue,,Chorus,C,Major,180,16
60,Weather Report ,Birdland,,Chorus,G,Major,158,8
61,Weeabophone,BEEEEEES,,Verse,Db,Major,125,8
62,Ween,Freedom of '76,,Verse,E,Major,90,8
63,Ween,Ocean Man,,Verse,E,Major,123,8
64,Ween,Roses are Free ,,Chorus,Bb,Major,187,8
65,Ween,The HIV Song,,Verse,B,Major,181,8
66,Ween,Transdermal Celebration,,Verse,E,Major,86,8
67,Ween,What Deaner was Talking About,,Intro and Verse,G,Major,122,16
68,Weezer,Buddy Holly,"Pop, Rock",Chorus,Ab,Major,120,8
69,Weezer,Dreamer,,Verse,D,Major,123,8
70,Weezer,Dreamer,,Pre-Chorus,D,Major,123,8
71,Weezer,Dreamer,,Chorus Lead-Out,D,Major,123,8
72,Weezer,Dreamer,,Bridge,D,Major,83,16
73,Weezer,El Scorcho,,Chorus,Ab,Major,75,8
74,Weezer,El Scorcho,,Bridge,Ab,Major,150,16
75,Weezer,Falling For You,,Verse,Eb,Major,110,8
76,Weezer,Falling For You,,Chorus,Eb,Major,110,8
77,Weezer,Island in the Sun,,Intro,G,Major,114,8
78,Weezer,Island in the Sun,,Verse,G,Major,114,8
79,Weezer,Island in the Sun,,Chorus,G,Major,114,8
80,Weezer,Island in the Sun,,Bridge,G,Major,114,8
81,Weezer,No One Else,,Verse,E,Major,138,8
82,Weezer,No One Else,,Chorus,E,Major,138,16
83,Weezer,No One Else,,Solo,E,Major,138,8
84,Weezer,The Greatest Man That Ever Lived,,Intro,Ab,Major,75,8
85,Weezer,The Greatest Man That Ever Lived,,Solo 1,Ab,Major,73,8
86,Weird Al Yankovic ,Everything You Know Is Wrong ,Pop,Chorus,D,Major,161,16
87,Weird Al Yankovic ,Hardware Store,"Pop, Rock",Verse,Bb,Mixolydian,126,16
88,Weird Al Yankovic ,Midnight Star,,Verse,G,Dorian,160,16
89,Weird Al Yankovic ,Midnight Star,,Chorus,C,Major,160,16
90,Weird Al Yankovic ,Ringtone,,Intro,F#,Major,68,8
91,Weird Al Yankovic ,Since You've Been Gone,,Verse,A,Major,131,8
92,Weird Al Yankovic ,Stop Forwarding That Crap To Me,,Intro,G,Major,120,16
93,Weird Al Yankovic ,The Night Santa Went Crazy,,Verse and Pre-Chorus,Eb,Major,121,16
94,Weird Al Yankovic ,The Night Santa Went Crazy,,Chorus,Eb,Major,121,8
95,Wellenrausch ,Citylights,Electronic,Chorus,A,Minor,119,8
96,Wet Wet Wet,Love Is All Around,,Chorus,D,Major,84,8
97,Wham,Last Christmas,,Intro,Db,Major,107,8
98,Wham,Last Christmas,,Verse,Db,Major,107,16
99,Wham,Last Christmas,,Chorus,Db,Major,107,8
100,White Town,Once I Flew,,Verse,C#,Mixolydian,159,8
101,WhiteFlame,Senbonzakura,Pop,Verse,D,Minor,152,8
102,WhiteFlame,Senbonzakura,Pop,Pre-Chorus,D,Minor,152,8
103,WhiteFlame,Senbonzakura,Pop,Chorus,D,Minor,152,16
104,Whitesnake,Is This Love,Rock,Verse,E,Minor,90,8
105,Whitesnake,Is This Love,Rock,Chorus,C,Lydian,90,8
107,Wiktoria,Save Me,,Verse,F#,Minor,127,8
108,Wiktoria,Save Me,,Chorus,F#,Minor,127,16
109,will i am,thatPOWER ft Justin Bieber,,Intro,D,Major,128,16
110,will i am,This Is Love,"Electronic, Pop",Intro,C,Minor,127,8
111,willyM,happy,,Intro,Db,Major,120,8
112,Wire,Outdoor Miner,Rock,Verse,E,Major,126,8
113,Within Temptation,A Demon's Fate,"Metal, Rock",Intro,F#,Minor,134,8
114,Within Temptation,A Demon's Fate,"Metal, Rock",Chorus,F#,Minor,134,16
115,Wiz Khalifa,Black And Yellow,"Hip-Hop/Rap, Reggae",Instrumental,D,Minor,163,8
116,Wiz Khalifa ft Charlie Puth ,See You Again,"Hip-Hop/Rap, Pop, R & B, Soundtrack",Pre-Chorus and Chorus,Bb,Major,80,8
117,Wizard,Fleet,Electronic,Chorus,F#,Minor,116,8
118,Wizet,Maplestory - Cash Shop,,Intro and Verse,C,Major,130,48
119,WJSN,MoMoMo,K-Pop,Intro,D,Mixolydian,124,8
120,WJSN,MoMoMo,K-Pop,Verse,D,Mixolydian,122,8
121,WJSN,MoMoMo,K-Pop,Pre-Chorus,B,Minor,123,8
122,WJSN,MoMoMo,K-Pop,Chorus,E,Major,124,16
123,Wolfgang Amadeus Mozart,Der Holle Rache kocht in meinem Herzen,Classical,Verse and Pre-Chorus,D,Minor,141,16
124,Wolfgang Amadeus Mozart,Der Holle Rache kocht in meinem Herzen,Classical,Chorus,F,Major,137,8
125,Wolfgang Amadeus Mozart,Der Holle Rache kocht in meinem Herzen,Classical,Bridge,D,Minor,137,16
126,Wolfgang Amadeus Mozart,Rondo Alla Turca,Classical,Intro,A,Minor,267,16
127,Wolfgang Amadeus Mozart,Rondo Alla Turca,Classical,Chorus,A,Major,266,16
128,Wolfgang Amadeus Mozart,Rondo Alla Turca,Classical,Bridge,A,Major,267,32
129,Wolfgang Amadeus Mozart,Rondo Alla Turca,Classical,Solo,A,Major,261,16
130,Wolfgang Amadeus Mozart,Symphony no 40 in G minor - I,Classical,Verse,G,Minor,115,8
131,Wolfgang Gartner ,Fire Power,"Electronic, House",Pre-Chorus,D#,Minor,128,8
132,Wolfgang Gartner ,Illmerica,,Verse,D,Minor,128,8
133,Wolfgang Gartner ,Space Junk,,Pre-Chorus,F#,Dorian,129,8
134,Wolfgang Gartner ,The Way It Was,,Intro,E,Minor,128,8
135,Wolfgang Gartner,Undertaker,,Intro,B,Minor,256,8
136,Wolfgang Gartner and will i am,Forever,"Electronic, Pop",Chorus,D#,Minor,128,8
137,WoodenToaster,Beyond Her Garden,,Verse,G#,Minor,131,8
138,WoodenToaster,Nightmare Night,,Chorus,D,Minor,195,8
139,WoodenToaster,Nightmare Night,,Instrumental,D,Minor,198,8
140,Woodkid,Brooklyn,,Verse and Pre-Chorus,B,Major,76,24
141,Woodkid,I Love You,"Classical, Pop",Verse,Ab,Major,73,8
142,Woodkid,Iron,,Intro,G,Phrygian,130,8
143,Woodkid,Iron,,Verse,G,Minor,129,8
144,Woodkid,Iron,,Bridge,G,Minor,129,16
145,Woody Guthrie,This Land Is Your Land,Pop,Verse,D,Major,106,8
146,Wretch 32,Alright with Me,,Intro,F,Major,98,8
147,WWE,Real American,Soundtrack,Verse,A,Mixolydian,125,8
148,WWE,Real American,Soundtrack,Chorus,A,Minor,125,8
149,Wyclef Jean ,Divine Sorrow,Pop,Verse,C,Major,130,8
150,Wyclef Jean ,Divine Sorrow,Pop,Chorus,C,Major,130,8
